,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
10453,24,M,1.0,82,44574,1,0,Rent,15022,2/7/2015,Saturday,Highway,8,0.0,24,Online,1,6583.12,1,Large,15000.0,black,10017.73018
14935,48,M,1.0,86,99288,1,0,Rent,80030,2/25/2016,Thursday,Parking Lot,0,0.0,98,Broker,1,5219.05,1,Medium,15000.0,black,15814.38677
12716,38,F,1.0,90,38051,1,0,Own,85033,11/29/2015,Sunday,Parking Lot,17,0.0,22,Phone,1,388.13,1,Compact,44646.20712675339,other,21513.358480000003
9370,70,M,1.0,75,40029,0,0,Own,50059,1/22/2016,Friday,Parking Lot,8,0.0,53,Phone,1,486.42,1,Compact,21096.266228720346,red,17262.18888
14269,45,F,0.0,99,57015,1,1,Rent,85022,3/3/2016,Thursday,Highway,0,1.0,55,Phone,0,0.0,1,Medium,15000.0,red,78160.76421000001
7201,53,F,1.0,72,88533,1,1,Own,85055,4/24/2016,Sunday,Highway,7,0.0,100,Broker,1,0.0,10,Medium,15000.0,red,23289.482330000003
17445,41,M,0.0,90,92118,0,1,Own,50051,4/21/2015,Tuesday,Local,3,1.0,98,Broker,0,0.0,4,Large,15000.0,silver,26474.8451
7037,46,M,1.0,58,39719,1,0,Rent,50011,11/15/2015,Sunday,Parking Lot,4,0.0,50,Broker,1,0.0,1,Large,15000.0,gray,11412.32613
17412,50,F,0.0,68,46213,1,0,Own,85054,5/19/2016,Thursday,Highway,4,1.0,92,Broker,1,0.0,1,Large,27134.71293021773,white,17308.13733
8835,40,M,1.0,75,97951,1,1,Rent,80041,6/8/2016,Wednesday,Parking Lot,0,0.0,48,Phone,1,5763.82,2,Medium,15000.0,silver,44658.20395
1630,41,M,1.0,73,120519,0,1,Own,15047,12/31/2016,Saturday,Local,6,0.0,14,Phone,0,0.0,5,Compact,40635.186086931775,blue,25520.44812
14775,46,F,1.0,83,116483,1,1,Own,50008,2/23/2015,Monday,Parking Lot,0,0.0,97,Online,1,499.32,1,Compact,15000.0,red,18783.77634
15494,59,M,0.0,65,78350,1,1,Own,85006,9/16/2016,Friday,Local,3,0.0,0,Broker,0,4449.07,1,Medium,24818.659980558165,silver,13285.95876
12502,29,M,1.0,67,35878,0,1,Rent,50048,2/9/2015,Monday,Local,0,0.0,51,Phone,1,0.0,1,Large,15000.0,white,26002.37073
14418,31,F,1.0,55,59176,1,0,Rent,85029,9/30/2015,Wednesday,Highway,0,0.0,38,Phone,0,6640.17,1,Compact,15000.0,other,21331.53484
7845,29,M,1.0,67,107358,0,0,Own,50012,5/24/2015,Sunday,Parking Lot,0,0.0,17,Online,0,0.0,11,Large,15000.0,other,14987.17845
13961,55,F,1.0,97,42616,1,1,Own,85013,12/1/2015,Tuesday,Highway,0,0.0,50,Broker,1,3219.12,12,Large,15000.0,other,21306.70231
8097,44,M,1.0,81,119633,1,1,Own,15003,10/18/2016,Tuesday,Local,2,0.0,41,Phone,1,0.0,1,Compact,15000.0,red,21538.21258
11208,45,F,1.0,84,67132,1,0,Own,20156,1/24/2016,Sunday,Highway,3,0.0,4,Phone,1,3666.06,1,Compact,15000.0,black,11897.91965
5706,88,F,1.0,83,101730,0,1,Rent,15014,2/23/2016,Tuesday,Local,16,0.0,16,Phone,1,3376.33,3,Compact,20136.484272517675,white,16037.83226
1114,52,M,0.0,69,104379,1,1,Own,85069,7/17/2015,Friday,Highway,0,1.0,58,Broker,0,0.0,7,Medium,55332.857090293335,black,54374.88075
1158,42,M,0.0,54,75950,1,1,Own,85053,6/19/2015,Friday,Parking Lot,15,0.0,3,Phone,1,6110.8,7,Compact,34337.06516063754,silver,12037.81608
17757,53,M,0.0,83,123478,1,0,Own,80033,1/2/2016,Saturday,Highway,13,1.0,88,Phone,0,7962.91,1,Compact,70369.30524979983,blue,12514.1244
2867,37,M,1.0,81,109914,1,1,Own,85078,12/28/2016,Wednesday,Parking Lot,21,0.0,51,Phone,0,6275.59,1,Medium,15000.0,white,6949.490413
4783,43,F,0.0,84,34460,1,1,Rent,20110,1/15/2016,Friday,Parking Lot,0,0.0,65,Phone,1,1272.27,1,Compact,73514.02140848959,gray,28212.95498
13606,53,F,1.0,86,94702,1,0,Rent,80012,3/22/2016,Tuesday,Highway,0,0.0,1,Phone,1,5781.56,1,Large,33821.55312061042,white,21984.63095
12398,48,M,1.0,66,104624,0,1,Rent,85034,6/29/2015,Monday,Local,16,0.0,12,Phone,1,0.0,3,Large,15000.0,silver,30149.24343
4214,25,F,1.0,84,91000,0,0,Rent,50011,11/5/2015,Thursday,Local,9,0.0,2,Online,1,1693.65,13,Large,15000.0,gray,27526.74415
15678,49,M,1.0,85,47890,0,0,Rent,20102,1/19/2016,Tuesday,Local,8,0.0,100,Phone,0,8446.44,1,Large,71396.31460966525,red,6585.01928
114,30,M,0.0,49,62610,0,1,Own,80031,9/13/2016,Tuesday,Local,4,0.0,11,Broker,0,5573.52,1,Compact,53669.72852348398,gray,28248.26454
2171,34,F,1.0,54,112594,0,1,Own,50011,4/26/2015,Sunday,Local,3,0.0,72,Online,1,5695.4,1,Compact,22294.897556754957,white,31790.21354
9587,40,M,1.0,55,31833,1,0,Own,20109,9/15/2015,Tuesday,Parking Lot,0,0.0,1,Phone,0,135.58,1,Medium,15000.0,white,18503.35241
8031,53,F,1.0,68,74548,0,0,Own,15047,6/7/2015,Sunday,Local,0,,70,Broker,0,5455.44,3,Large,15000.0,other,34118.99992
583,30,M,1.0,69,31078,0,1,Own,80024,8/2/2016,Tuesday,Local,0,1.0,72,Broker,1,463.87,11,Medium,40246.65763820231,black,18536.71003
9002,51,M,1.0,80,75004,1,0,Own,85001,8/30/2015,Sunday,Local,10,0.0,100,Broker,0,0.0,1,Compact,15000.0,black,26029.99915
245,42,M,1.0,91,102032,1,0,Rent,50010,1/30/2016,Saturday,Local,7,0.0,10,Online,1,0.0,1,Compact,130000.0,red,9968.633458
7531,55,F,1.0,86,58742,1,0,Own,80109,9/29/2015,Tuesday,Highway,0,0.0,83,Broker,0,1817.49,5,Large,15000.0,blue,10184.78083
8544,57,F,0.0,81,90728,0,0,Own,85050,2/16/2015,Monday,Local,6,0.0,83,Broker,1,0.0,1,Compact,45858.05679143513,black,18890.31252
2383,57,F,0.0,84,106080,1,0,Rent,50046,6/1/2016,Wednesday,Parking Lot,3,0.0,35,Phone,1,3273.25,1,Large,69397.48288637606,black,31717.59093
8987,41,F,1.0,83,41043,0,1,Rent,20159,10/3/2015,Saturday,Local,0,1.0,22,Broker,1,0.0,1,Compact,15000.0,blue,17179.36349
6626,34,M,1.0,74,113642,0,0,Rent,85014,6/24/2016,Friday,Parking Lot,0,0.0,93,Broker,0,0.0,5,Medium,35872.1503689955,black,16230.50478
11723,42,F,1.0,83,122925,1,1,Rent,15055,7/17/2015,Friday,Local,0,0.0,90,Phone,1,0.0,1,Compact,44125.66407388932,other,8672.914848
7684,34,F,1.0,64,105159,0,0,Own,85002,8/1/2015,Saturday,Parking Lot,0,0.0,60,Online,1,0.0,10,Medium,15959.103853146697,blue,11769.82701
9866,38,M,1.0,85,107846,1,0,Own,50001,2/28/2016,Sunday,Parking Lot,10,0.0,50,Broker,1,1653.77,7,Compact,23144.405938105145,white,11325.4923
10763,50,F,1.0,90,106465,0,0,Own,85031,6/10/2016,Friday,Local,22,0.0,94,Online,0,1332.66,1,Medium,46064.694261832745,white,40617.32768
14544,56,M,1.0,98,63187,1,1,Own,20138,1/18/2016,Monday,Local,5,0.0,69,Broker,0,0.0,1,Compact,70157.61129303137,black,34042.64522
4725,51,M,0.0,82,100545,1,0,Rent,50028,11/4/2016,Friday,Local,0,0.0,99,Broker,1,2012.62,7,Medium,17694.228896912286,silver,28258.640410000004
12956,27,F,0.0,93,118147,0,0,Rent,85073,11/18/2015,Wednesday,Local,0,0.0,34,Broker,0,4324.35,4,Compact,49996.29974757707,other,31583.06352
13819,50,F,1.0,84,60060,1,1,Rent,50025,9/28/2016,Wednesday,Local,8,0.0,9,Broker,1,1298.33,2,Compact,45578.1490918343,black,39344.47624
9251,50,F,0.0,79,82477,1,0,Rent,85028,6/14/2015,Sunday,Highway,0,0.0,50,Broker,1,0.0,1,Medium,38271.35506084477,blue,16998.67907
3287,45,M,0.0,93,34799,0,1,Own,50001,5/11/2016,Wednesday,Parking Lot,0,0.0,7,Phone,1,0.0,1,Compact,15000.0,blue,20237.59287
14312,45,F,1.0,68,86880,1,1,Own,20149,5/1/2015,Friday,Local,0,0.0,90,Broker,1,5658.15,10,Compact,75133.87774368298,white,14685.69231
13933,50,F,0.0,74,62046,1,0,Rent,80013,2/2/2016,Tuesday,Highway,0,0.0,0,Broker,1,3994.43,1,Medium,15000.0,red,25025.06734
4606,44,M,1.0,66,54219,0,1,Own,80003,6/2/2016,Thursday,Parking Lot,2,0.0,93,Broker,0,2946.11,1,Compact,15000.0,gray,46345.65151
12309,49,F,1.0,62,56796,1,1,Own,15021,5/31/2015,Sunday,Highway,16,0.0,14,Phone,0,0.0,1,Large,15000.0,white,22881.725980000003
16702,32,M,1.0,87,89079,1,0,Own,50037,4/23/2016,Saturday,Local,7,0.0,11,Phone,0,0.0,1,Compact,15000.0,blue,20819.49544
16734,46,M,0.0,83,72127,1,0,Rent,50027,8/24/2015,Monday,Local,1,0.0,0,Phone,1,0.0,1,Large,15000.0,other,54261.1606
7266,41,F,1.0,74,54513,1,1,Rent,20144,4/17/2016,Sunday,Highway,0,0.0,23,Broker,1,5700.9,7,Medium,24311.128126722728,gray,16728.07447
5550,45,F,1.0,82,116460,1,1,Rent,80105,3/27/2016,Sunday,Local,0,1.0,22,Phone,1,0.0,1,Compact,15000.0,black,11712.65549
15036,45,M,1.0,82,56422,1,0,Rent,85040,11/14/2016,Monday,Local,0,0.0,77,Broker,1,0.0,1,Large,52697.69371928645,white,16262.42691
11255,43,M,0.0,82,49740,0,1,Own,15025,2/9/2016,Tuesday,Local,10,0.0,28,Broker,1,3803.34,1,Medium,15000.0,red,34023.94238
7622,37,M,1.0,81,64003,1,0,Rent,50025,7/7/2016,Thursday,Local,0,1.0,77,Phone,1,0.0,1,Medium,15000.0,gray,21930.33094
17319,74,F,0.0,58,57910,1,1,Own,80108,1/15/2015,Thursday,Local,12,0.0,8,Phone,1,0.0,3,Medium,15000.0,silver,23689.29421
13581,32,F,1.0,85,54925,1,1,Own,50044,8/30/2016,Tuesday,Parking Lot,0,0.0,8,Phone,1,0.0,1,Compact,16837.720744251696,black,15876.6849
5769,37,M,1.0,61,42892,1,0,Rent,80042,11/23/2016,Wednesday,Local,0,0.0,56,Phone,1,0.0,1,Medium,45133.9844026927,blue,31553.831680000003
13997,45,M,0.0,87,67257,1,0,Rent,50049,2/4/2016,Thursday,Highway,0,1.0,93,Broker,1,0.0,8,Compact,15000.0,black,27751.20231
11710,44,M,1.0,95,60886,0,0,Rent,80003,3/5/2015,Thursday,Highway,0,0.0,2,Phone,1,310.88,8,Medium,67520.04336176356,silver,11040.19965
11302,28,F,1.0,44,104265,1,0,Own,85004,3/24/2016,Thursday,Local,6,1.0,26,Online,1,5666.59,1,Medium,17353.170522498272,gray,21484.54548
2834,20,F,1.0,94,81629,1,1,Rent,80027,3/11/2015,Wednesday,Local,6,1.0,11,Broker,0,5958.59,1,Medium,15000.0,black,13931.15152
14482,54,F,1.0,56,124397,1,0,Own,50021,10/13/2015,Tuesday,Highway,12,0.0,7,Phone,1,0.0,12,Medium,59895.14008082249,red,28572.79186
11559,25,M,0.0,59,95052,1,1,Rent,20142,9/23/2015,Wednesday,Highway,5,0.0,89,Online,1,3343.69,12,Large,15000.0,white,32347.83661
15109,57,F,0.0,81,62723,1,1,Rent,50051,7/31/2015,Friday,Parking Lot,0,0.0,50,Broker,1,4650.94,3,Large,63534.633616113024,other,17738.7011
1832,39,M,0.0,92,50661,0,0,Own,20142,1/23/2016,Saturday,Parking Lot,17,0.0,27,Phone,1,0.0,2,Compact,46499.53961430797,gray,12961.94917
7144,57,F,1.0,50,42521,0,1,Own,50022,4/22/2015,Wednesday,Parking Lot,2,0.0,30,Phone,1,886.24,6,Compact,27148.37783099958,silver,17067.98239
5184,57,M,1.0,80,48576,1,1,Own,85077,9/6/2015,Sunday,Parking Lot,0,1.0,42,Phone,1,6824.53,1,Compact,15000.0,blue,11764.08909
11402,32,F,1.0,64,86758,1,0,Rent,85004,9/6/2016,Tuesday,Highway,0,0.0,51,Phone,0,0.0,1,Medium,15000.0,blue,38364.1346
17507,47,F,1.0,82,72863,0,0,Own,85060,4/21/2016,Thursday,Local,13,0.0,89,Phone,1,7641.6,1,Compact,15000.0,red,3805.250046
11982,41,M,0.0,77,99717,1,1,Own,80013,6/30/2016,Thursday,Parking Lot,0,0.0,14,Broker,1,4129.22,9,Medium,15000.0,gray,42086.92717
6072,50,F,0.0,51,106760,1,1,Own,85037,7/15/2015,Wednesday,Highway,11,0.0,0,Broker,0,3354.39,4,Medium,69445.8630060171,blue,34315.85774
6028,43,F,1.0,48,62356,1,1,Own,20163,6/15/2015,Monday,Local,0,1.0,87,Broker,0,1994.27,1,Large,55122.58284551714,red,28917.75282
12769,26,M,0.0,85,67073,1,1,Rent,85037,9/23/2015,Wednesday,Highway,23,1.0,45,Online,1,7888.46,1,Compact,22666.727346371103,gray,18346.58756
16365,42,M,0.0,68,100383,0,1,Own,85020,3/16/2016,Wednesday,Parking Lot,3,0.0,57,Broker,1,0.0,1,Large,15000.0,red,15870.01878
12066,53,M,1.0,85,76091,1,1,Own,50047,8/26/2015,Wednesday,Local,0,0.0,0,Broker,1,1287.12,5,Medium,31915.98317762105,white,11490.06599
11117,57,F,0.0,57,59931,1,1,Rent,85079,4/25/2016,Monday,Highway,29,0.0,51,Phone,0,1506.72,1,Medium,51616.87101522132,black,22483.54159
7230,33,M,1.0,52,100598,1,1,Own,15021,1/4/2015,Sunday,Local,0,0.0,50,Online,1,2594.45,1,Large,15000.0,other,38429.38982
17144,57,M,1.0,85,47694,1,1,Own,20153,5/24/2016,Tuesday,Parking Lot,0,0.0,51,Broker,1,5470.94,1,Large,71829.63198021599,silver,44547.95203
6612,56,M,1.0,80,87043,1,1,Rent,80021,3/4/2015,Wednesday,Local,0,0.0,2,Phone,1,7346.05,1,Medium,15000.0,black,36271.24926
16477,30,M,0.0,79,122697,1,0,Rent,15044,4/4/2016,Monday,Local,0,1.0,97,Broker,1,0.0,1,Medium,15000.0,black,6530.047628
8629,54,M,1.0,86,32159,0,1,Rent,20164,3/31/2015,Tuesday,Parking Lot,5,0.0,10,Broker,0,8761.23,1,Compact,19594.14574922571,blue,28469.808360000003
9825,65,M,0.0,89,52476,0,0,Own,80007,2/12/2015,Thursday,Local,9,0.0,12,Broker,0,4792.55,1,Medium,45598.73752238437,other,33440.19128
2649,21,M,1.0,83,120921,1,1,Rent,85014,8/21/2016,Sunday,Local,1,0.0,93,Online,0,5346.54,1,Large,53358.05710586902,black,33696.17901
14789,44,F,0.0,83,104484,0,0,Own,80035,8/28/2015,Friday,Local,0,,19,Broker,1,0.0,1,Compact,46870.25663499013,gray,35120.92309
7116,46,F,0.0,85,101713,1,0,Rent,80011,11/13/2015,Friday,Parking Lot,0,0.0,85,Phone,0,0.0,8,Large,19695.724934679467,gray,36709.81222
7846,51,F,0.0,85,34994,1,1,Own,80038,3/22/2016,Tuesday,Highway,0,0.0,96,Phone,0,0.0,1,Compact,18881.93529413637,silver,17836.26275
14349,56,M,1.0,81,74994,0,1,Own,50006,1/8/2016,Friday,Local,0,1.0,50,Phone,1,0.0,3,Compact,17716.075893989942,silver,15524.79739
2858,64,M,1.0,82,52049,1,1,Own,80027,2/20/2016,Saturday,Parking Lot,5,0.0,10,Online,0,0.0,4,Medium,15000.0,white,10428.5452
16647,45,F,0.0,60,67289,1,0,Own,15021,6/10/2016,Friday,Local,0,1.0,67,Phone,1,0.0,1,Compact,15000.0,gray,15002.28896
5665,53,M,1.0,96,51313,1,1,Own,20104,1/18/2016,Monday,Highway,3,1.0,1,Broker,1,0.0,1,Medium,15000.0,gray,15998.31726
2121,42,F,1.0,94,115527,0,1,Rent,80007,1/16/2016,Saturday,Parking Lot,0,0.0,25,Broker,1,4932.41,1,Medium,18203.56174139512,silver,13376.00689
2065,28,M,1.0,53,80305,1,0,Rent,15025,2/18/2016,Thursday,Highway,0,0.0,47,Online,1,0.0,1,Large,38594.41451773876,red,8662.95068
10486,49,M,1.0,87,105320,1,0,Rent,20146,1/30/2015,Friday,Local,5,0.0,17,Broker,1,0.0,1,Compact,45388.54014319471,other,6095.592176
6751,49,F,0.0,51,71918,0,1,Own,80003,2/29/2016,Monday,Local,0,0.0,76,Phone,1,0.0,7,Large,17267.83356675076,black,32059.49992
16066,43,F,1.0,92,47672,1,0,Rent,50020,6/3/2016,Friday,Parking Lot,0,0.0,4,Broker,0,5197.05,1,Large,22628.321348540696,gray,8378.337608
145,41,M,1.0,74,122083,1,1,Own,20101,1/27/2016,Wednesday,Parking Lot,0,0.0,98,Phone,0,1784.01,1,Medium,15000.0,black,28486.68409
9129,46,M,1.0,80,45303,1,1,Own,50012,3/11/2015,Wednesday,Highway,9,0.0,50,Broker,1,366.82,10,Compact,15000.0,blue,14419.90231
6300,44,F,1.0,80,113085,1,1,Rent,85008,10/27/2016,Thursday,Local,0,0.0,17,Broker,0,10236.49,7,Large,15000.0,silver,21807.35937
12321,48,M,1.0,91,45444,1,1,Rent,80108,11/9/2015,Monday,Parking Lot,0,0.0,31,Broker,0,3300.42,1,Medium,40761.04679972644,red,21881.624
17398,34,F,0.0,64,54863,1,1,Own,20106,10/21/2015,Wednesday,Local,3,0.0,87,Phone,0,0.0,1,Large,88273.49712919063,silver,19882.91375
9282,36,M,1.0,78,39795,0,1,Rent,15012,8/7/2016,Sunday,Parking Lot,0,0.0,71,Broker,1,0.0,1,Compact,50223.09294861353,blue,24740.93414
5700,50,F,1.0,11,69749,0,1,Own,80041,10/3/2016,Monday,Local,0,0.0,93,Broker,1,7525.83,1,Large,25912.611257734872,other,27395.98605
6124,35,M,1.0,51,99640,1,1,Own,50046,10/4/2015,Sunday,Parking Lot,0,0.0,6,Phone,1,455.26,1,Large,37751.264739309576,gray,10889.86984
16624,55,M,0.0,64,54562,0,1,Rent,20151,10/16/2016,Sunday,Parking Lot,0,0.0,88,Broker,1,0.0,5,Compact,15000.0,gray,18768.08703
11964,50,M,1.0,88,79047,1,1,Rent,15010,1/31/2016,Sunday,Local,2,0.0,17,Broker,0,7178.71,1,Large,15000.0,other,20266.27605
12103,46,M,1.0,84,52313,0,0,Own,20129,8/31/2015,Monday,Local,0,1.0,40,Broker,1,2091.23,9,Large,32205.28802034092,blue,22985.94627
11440,81,M,0.0,77,63304,1,0,Rent,20136,8/24/2015,Monday,Parking Lot,23,0.0,56,Phone,0,0.0,1,Large,15000.0,blue,27695.775960000003
13920,42,M,1.0,64,58073,1,1,Rent,85007,8/11/2015,Tuesday,Local,10,0.0,96,Phone,1,0.0,8,Compact,15000.0,red,27095.40784
15742,38,F,1.0,71,119416,1,1,Own,20109,6/15/2016,Wednesday,Parking Lot,0,0.0,3,Broker,0,2056.82,1,Medium,81720.080504831,gray,20139.94165
1602,44,M,1.0,44,88009,1,1,Own,85060,2/27/2016,Saturday,Parking Lot,0,0.0,39,Phone,0,0.0,13,Compact,43299.51412958978,red,11340.38151
2697,57,F,1.0,77,117106,1,1,Own,50029,8/28/2016,Sunday,Local,0,0.0,39,Broker,0,0.0,1,Large,69895.70378367917,blue,17044.566769999998
16136,46,F,1.0,82,103740,0,1,Rent,80010,9/17/2016,Saturday,Highway,6,1.0,37,Broker,0,0.0,7,Compact,31866.447803958104,red,9772.700275
17843,32,M,1.0,79,116135,1,0,Rent,15012,10/5/2016,Wednesday,Highway,0,1.0,0,Broker,1,0.0,1,Medium,26916.87510708126,gray,33453.34361
1762,23,F,0.0,74,97021,1,0,Rent,80012,11/13/2015,Friday,Parking Lot,0,0.0,75,Online,1,0.0,4,Compact,50838.4097443527,black,38898.53022
9722,36,M,0.0,67,69157,0,0,Rent,80040,11/23/2016,Wednesday,Local,10,0.0,0,Phone,0,3673.79,1,Medium,26911.803943499777,black,53437.777010000005
1708,39,F,0.0,68,109510,1,1,Rent,20149,8/9/2015,Sunday,Local,0,0.0,79,Broker,1,5972.63,1,Large,15000.0,silver,16778.93792
1333,41,F,0.0,91,57531,0,1,Rent,15055,12/6/2015,Sunday,Local,0,0.0,93,Phone,1,3308.67,1,Compact,15000.0,blue,15634.51746
4482,49,F,1.0,78,87268,1,0,Own,85075,7/31/2015,Friday,Highway,23,1.0,29,Phone,1,0.0,1,Compact,15000.0,white,21925.03459
1819,47,M,0.0,66,105141,1,0,Rent,15012,10/23/2016,Sunday,Local,7,0.0,29,Broker,0,1901.42,1,Large,21244.92847153059,blue,31316.40808
250,40,M,0.0,65,60044,1,0,Own,15027,1/18/2015,Sunday,Local,0,1.0,72,Phone,0,810.33,1,Compact,15000.0,black,16697.03543
11693,28,M,1.0,55,75155,0,0,Rent,80038,7/11/2016,Monday,Highway,0,0.0,99,Online,0,0.0,8,Compact,56227.10519676551,red,8605.191588
1462,38,M,1.0,93,85035,1,1,Rent,15010,3/3/2016,Thursday,Highway,12,0.0,17,Phone,0,4714.82,6,Large,28700.7162737194,silver,10630.65897
12582,28,F,1.0,80,88306,0,0,Rent,20152,10/12/2016,Wednesday,Highway,0,0.0,59,Online,1,1320.92,4,Medium,15000.0,silver,31707.2979
8344,36,F,1.0,67,40326,0,0,Rent,50013,10/12/2015,Monday,Parking Lot,12,1.0,50,Broker,0,7743.06,1,Compact,15000.0,gray,21803.48846
3182,43,M,1.0,89,38226,1,0,Own,80003,10/28/2016,Friday,Local,0,0.0,100,Broker,0,6212.74,2,Medium,15000.0,red,9953.595009
7210,84,M,1.0,81,90442,0,1,Rent,50010,11/15/2016,Tuesday,Parking Lot,0,0.0,50,Broker,0,7110.97,8,Large,35841.198454065656,other,21883.30991
4079,48,F,0.0,78,79873,1,1,Rent,15012,1/8/2016,Friday,Local,0,0.0,98,Broker,0,0.0,1,Medium,88264.09372146123,silver,9412.933257
4864,53,F,1.0,93,48877,1,1,Own,15054,4/29/2016,Friday,Highway,0,1.0,49,Online,1,0.0,5,Large,19862.871616775137,other,37693.54999
11667,35,F,1.0,73,119816,1,0,Own,20109,1/29/2015,Thursday,Parking Lot,5,0.0,29,Broker,1,5600.55,1,Large,62626.479819763714,blue,15454.08806
5173,19,F,1.0,81,76218,1,0,Rent,50029,6/14/2015,Sunday,Local,0,0.0,64,Online,1,0.0,11,Large,15000.0,silver,12416.74006
8724,51,M,1.0,84,72332,0,1,Own,85009,10/12/2015,Monday,Highway,7,0.0,85,Phone,0,2296.31,12,Large,62887.620726201945,other,29597.53228
5749,41,M,1.0,79,38641,0,1,Own,80012,5/26/2016,Thursday,Parking Lot,0,0.0,90,Broker,1,0.0,5,Compact,15000.0,red,54628.572920000006
16589,43,F,1.0,90,57448,1,0,Own,15054,5/30/2016,Monday,Local,0,0.0,24,Phone,1,0.0,1,Large,15000.0,white,21413.83651
15657,52,M,0.0,46,77535,1,1,Own,85037,11/23/2016,Wednesday,Local,0,0.0,100,Broker,0,0.0,2,Large,15000.0,red,91603.7342
3730,35,F,0.0,88,69617,0,1,Own,85013,3/23/2015,Monday,Local,0,0.0,79,Broker,1,1752.59,2,Large,119459.62941199832,blue,25260.09619
10685,49,M,1.0,70,55589,0,1,Rent,15025,10/18/2016,Tuesday,Local,3,1.0,8,Broker,1,0.0,1,Compact,85428.9654058243,blue,21701.76364
13620,39,M,0.0,65,75848,1,0,Own,20109,5/20/2015,Wednesday,Local,0,1.0,1,Online,1,0.0,1,Medium,15000.0,gray,13710.71728
2587,19,F,0.0,73,86887,1,1,Rent,80019,5/24/2015,Sunday,Highway,0,0.0,99,Phone,0,689.85,1,Large,18163.59470549965,red,18304.91527
1191,47,M,1.0,83,81497,1,0,Own,15018,7/27/2015,Monday,Parking Lot,15,0.0,5,Broker,0,1131.83,1,Large,17943.05696408119,black,14371.1691
8281,54,F,1.0,75,46067,1,0,Own,80003,7/24/2016,Sunday,Highway,0,1.0,25,Broker,0,0.0,3,Medium,15000.0,black,23936.68362
16093,23,M,0.0,70,100754,1,1,Rent,20115,8/1/2016,Monday,Parking Lot,0,0.0,93,Phone,1,11290.85,1,Large,103883.12919220324,silver,17467.42629
17595,39,M,1.0,77,76833,1,1,Own,50044,10/14/2016,Friday,Local,9,0.0,78,Phone,1,0.0,1,Large,15000.0,white,19735.27974
2164,57,M,1.0,85,45076,1,0,Own,50039,1/3/2016,Sunday,Local,0,1.0,43,Broker,1,12296.88,1,Compact,39822.95045955168,silver,13762.47316
8283,44,F,1.0,70,30812,1,1,Own,15017,8/4/2016,Thursday,Highway,6,0.0,85,Broker,1,0.0,1,Compact,15000.0,red,9456.799814
267,60,M,1.0,72,47850,1,0,Rent,15031,12/13/2016,Tuesday,Local,0,0.0,22,Broker,1,2824.32,2,Medium,32361.226908273307,gray,12817.83363
13870,52,M,1.0,33,37863,0,0,Rent,15025,10/21/2015,Wednesday,Local,0,1.0,99,Phone,0,0.0,1,Compact,66655.89191756907,blue,20887.84967
1881,35,M,1.0,90,37323,1,1,Own,85017,10/2/2016,Sunday,Local,22,0.0,89,Broker,1,1091.88,8,Medium,23255.754558167897,gray,17584.38931
273,53,F,0.0,68,117359,0,1,Own,80110,8/15/2016,Monday,Local,8,1.0,12,Broker,1,1707.14,13,Medium,45097.5962748975,white,24238.37685
5751,39,M,0.0,95,55900,1,0,Rent,80003,6/17/2016,Friday,Highway,11,0.0,5,Broker,0,3301.58,1,Large,15000.0,other,36637.12765
6312,35,F,0.0,75,103351,1,1,Own,15049,5/29/2015,Friday,Parking Lot,21,0.0,50,Phone,0,0.0,1,Large,49613.03942964767,gray,41384.17927
9102,60,F,1.0,68,47060,1,1,Rent,85060,6/11/2015,Thursday,Local,0,0.0,83,Online,1,2426.04,1,Medium,18867.20578985823,white,14838.34411
4661,78,F,1.0,66,118321,1,0,Own,50058,2/27/2015,Friday,Parking Lot,3,0.0,14,Online,1,0.0,3,Large,15000.0,other,45717.56763
10750,40,M,0.0,79,90413,0,0,Own,15001,11/16/2016,Wednesday,Parking Lot,0,1.0,9,Broker,1,6658.71,7,Compact,15000.0,silver,56410.82992
10291,33,M,1.0,43,113951,1,0,Own,80022,1/22/2015,Thursday,Local,0,0.0,29,Phone,1,0.0,1,Large,46454.98716606513,blue,46393.483360000006
12578,29,M,1.0,83,74016,0,0,Rent,85037,8/30/2016,Tuesday,Local,4,0.0,93,Online,1,6635.23,1,Compact,15000.0,other,9575.304696
4477,47,M,1.0,81,96047,1,0,Own,20136,11/21/2015,Saturday,Local,11,1.0,90,Broker,1,9458.93,7,Large,18702.93342276598,blue,34650.15444
6772,33,F,0.0,78,47780,1,0,Own,15030,8/31/2015,Monday,Local,0,1.0,0,Phone,1,0.0,4,Large,46470.99729187049,blue,21841.41558
5314,32,F,0.0,84,103060,0,1,Own,50026,12/14/2015,Monday,Parking Lot,2,0.0,53,Broker,0,4524.68,1,Compact,15000.0,gray,8195.745723
15356,47,M,1.0,33,112418,1,1,Rent,20156,4/30/2015,Thursday,Local,0,0.0,16,Broker,1,72.56,5,Compact,32071.85655313883,blue,15857.757930000002
6694,37,F,0.0,85,50352,0,1,Own,15015,11/29/2015,Sunday,Local,0,0.0,42,Broker,0,5591.84,4,Medium,15000.0,red,17778.65148
